year,ranking,gross_Mil,name,avg_tick_price,avg_tick,total_tick,avg_gross,cities,shows,agency
2020,1,$71.20 ,Celine Dion,174.36,12376,408407,2157894,27,33,CDA Productions
2020,2,$58.20 ,Trans-Siberian Orchestra,65.76,9733,885740,640094,56,91,WME
2020,3,$40.30 ,Post Malone,134.26,13042,299969,1751069,23,23,United Talent Agency
2020,4,$33.60 ,Eagles,258.83,12963,129632,3355265,4,10,Creative Artists Agency
2020,5,$26.30 ,Dead & Company,427.9,7692,61537,3291458,3,8,WME
2020,6,$25.50 ,Andrea Bocelli,185.64,12510,137614,2322429,10,11,Klassics Music Management Limited
2020,7,$24.30 ,George Strait,170.55,15822,142397,2698419,5,9,The Erv Woolsey Agency
2020,8,$24.10 ,Aventura,136.72,12593,176301,1721690,6,14,Global Talent Booking
2020,9,$22.50 ,Cher,124.85,11240,179838,1403270,14,16,Marshall Arts
2020,10,$21.30 ,Jonas Brothers,103.75,13718,205774,1423277,14,15,United Talent Agency
2020,11,$21.20 ,Ariana Grande,154.5,11434,137204,1766522,10,12,Creative Artists Agency
2020,12,$16.10 ,Tool,112.57,11958,143499,1346188,12,12,WME
2020,13,$15.20 ,The Lumineers,57.49,10992,263812,631980,20,24,Paradigm Talent Agency
2020,14,$14.80 ,Billy Joel,118.45,20865,125190,2471504,6,6,Artist Group International
2020,15,$14.20 ,Phish,86.33,14963,164592,1291713,5,11,Paradigm Talent Agency
2020,16,$14.10 ,Aerosmith,213,4728,66188,1006999,3,14,Creative Artists Agency
2020,17,$13.50 ,Marc Anthony,112.46,9987,119848,1123178,11,12,Cardenas Marketing Network
2020,18,$10.90 ,Jeff Dunham,51.67,6035,211208,311816,34,35,Creative Artists Agency
2020,19,$10.80 ,Blake Shelton,80.11,11262,135144,902218,12,12,Paradigm Talent Agency
2020,20,$10.80 ,Daddy Yankee,71.72,13717,150888,983834,2,11,Cardenas Marketing Network
2020,21,$10.50 ,KISS,101.63,7405,103667,752517,14,14,Creative Artists Agency
2020,22,$10.30 ,Bad Bunny,94.62,13641,109124,1290628,8,8,United Talent Agency
2020,23,$10.20 ,Miranda Lambert,73.88,8092,137567,597823,17,17,WME
2020,24,$9.72 ,Jerry Seinfeld,114.89,2728,84562,313401,17,31,ICM Partners
2020,25,$9.42 ,Mariah Carey,132.05,3965,71363,523534,9,18,Creative Artists Agency
2020,26,$8.95 ,Mannheim Steamroller,63.14,2053,141686,129650,60,69,WME
2020,27,$7.87 ,Jo Koy,58.01,4240,135667,245955,22,32,Creative Artists Agency
2020,28,$6.59 ,Garth Brooks,94.1,70000,70000,6586650,1,1,WME
2020,29,$6.59 ,Maroon 5,75,21955,87820,1646608,2,4,International Talent Booking
2020,30,$6.36 ,Banda Sinaloense MS de Sergio Lizarraga,85.42,10644,74507,909159,5,7,Banda MS
2020,31,$6.25 ,Madonna,250.45,2494,24943,624692,2,10,Live Nation Global Touring
2020,32,$6.25 ,Luke Combs,43.92,12928,142210,567774,10,11,Creative Artists Agency
2020,33,$6.18 ,Jim Gaffigan,52.22,4082,118373,213141,21,29,United Talent Agency
2020,34,$6.01 ,Pentatonix,75.81,4958,79334,375902,11,16,Creative Artists Agency
2020,35,$5.75 ,Gabriel Iglesias,58.58,4677,98207,273945,14,21,Creative Artists Agency
2020,36,$5.70 ,Backstreet Boys,70.81,13438,80626,951504,3,6,WME
2020,37,$5.52 ,Bert Kreischer,58.42,1390,94513,81196,41,68,United Talent Agency
2020,38,$5.51 ,Lady Gaga,337.43,5447,16340,1837884,1,3,Creative Artists Agency
2020,39,$5.36 ,“Hits Deep Tour” / TobyMac,36.15,6443,148187,232915,22,23,Creative Artists Agency
2020,40,$5.24 ,“Drive-In Theater Tour Series”,32.38,1191,161924,38549,136,136,Awakening Events
2020,41,$4.94 ,Alejandro Fernández,56.15,9781,88026,549195,5,9,Star Productions S.C.
2020,42,$4.93 ,Sebastian Maniscalco,75.37,2336,65413,176066,11,28,United Talent Agency
2020,43,$4.85 ,Five Finger Death Punch,64.99,5740,74615,373002,13,13,Artist Group International
2020,44,$4.82 ,“Winter Jam” / Crowder,21.69,7165,222108,155411,31,31,Premier Productions
2020,45,$4.64 ,Illenium,50.5,5746,91941,290179,14,16,United Talent Agency
2020,46,$4.34 ,Deadmau5,51.2,4239,84780,217052,12,20,United Talent Agency
2020,47,$4.28 ,Ricky Martin,91.9,6660,46623,612116,5,7,Creative Artists Agency
2020,48,$4.27 ,Korn / Breaking Benjamin,59.02,6582,72400,388454,11,11,Creative Artists Agency
2020,49,$4.23 ,Van Morrison,217.88,3882,19409,845779,2,5,Paradigm Talent Agency
2020,50,$4.18 ,Willie Nelson,76.81,2475,54454,190127,19,22,Creative Artists Agency
2020,51,$4.16 ,Christina Aguilera,102.39,3697,40667,378539,7,11,Creative Artists Agency
2020,52,$4.08 ,Shania Twain,128.99,3950,31599,509500,4,8,Creative Artists Agency
2020,53,$3.98 ,Jason Aldean,93.4,7103,42618,663438,4,6,WME
2020,54,$3.97 ,Brantley Gilbert,49.11,4755,80828,233493,17,17,Creative Artists Agency
2020,55,$3.84 ,Shawn Mendes,78.42,12250,48998,960588,3,4,Paradigm Talent Agency
2020,56,$3.83 ,Rex Orange County,39.15,3261,97817,127664,24,30,WME
2020,57,$3.76 ,Maná,94.38,13294,39881,1254599,3,3,Angelo Medina Group
2020,58,$3.59 ,Shin Lim,76.69,1266,46840,97083,17,37,Celebrity Talent International
2020,59,$3.54 ,Zac Brown Band,67.09,8802,52813,590533,6,6,WME
2020,60,$3.38 ,Bob Dylan,108.82,2827,31099,307646,3,11,Creative Artists Agency
2020,61,$3.38 ,Café Tacvba,38.45,17599,87997,676704,5,5,WME
2020,62,$3.37 ,MercyMe,45.15,5331,74636,240713,14,14,WME
2020,63,$3.27 ,“90’s Pop Tour” / OV7,43.05,15205,76026,654582,4,5,BOBO
2020,64,$3.18 ,Straight No Chaser,52.39,2245,60611,117602,21,27,ICM Partners
2020,65,$3.16 ,Little Big Town,75.98,2599,41584,197470,10,16,Creative Artists Agency
2020,66,$3.15 ,Jill Scott,92.21,2848,34173,262580,12,12,CLG - Cara Lewis Group
2020,67,$3.05 ,Trevor Noah,61.95,7038,49268,436002,7,7,Creative Artists Agency
2020,68,$2.94 ,Rod Stewart,149.81,3273,19638,490332,3,6,Artist Group International
2020,69,$2.83 ,The Chainsmokers,61.12,9250,46251,565418,5,5,Creative Artists Agency
2020,70,$2.82 ,Slayer,85.32,11043,33128,942182,2,5,Pinnacle Entertainment
2020,71,$2.81 ,Tedeschi Trucks Band,82.24,2441,34175,200748,5,3,Entourage Talent Assoc.
2020,72,$2.76 ,The Black Keys,84.94,10826,32478,919595,3,14,ICM Partners
2020,73,$2.73 ,Omarion,88.65,5141,30843,455681,6,3,Omarion Worldwide
2020,74,$2.72 ,Ron White,61.24,1852,44449,113418,21,6,Creative Artists Agency
2020,75,$2.70 ,The Piano Guys,66.37,2551,40808,169269,14,24,ICM Partners
2020,76,$2.64 ,Seventeen,112.35,5885,23540,661195,4,16,PLEDIS Entertainment
2020,77,$2.61 ,Tyler Childers,45.39,2876,57526,130559,13,4,Paradigm Talent Agency
2020,78,$2.56 ,Widespread Panic,93.87,3407,27259,319846,3,20,Progressive Global Agency
2020,79,$2.55 ,The Tenderloins,68.91,6170,37021,425216,4,8,United Talent Agency
2020,80,$2.54 ,“Lit AF Tour” / Martin Lawrence,70.84,8981,35924,636214,4,6,ICM Partners
2020,81,$2.53 ,Journey,161.76,3904,15616,631518,1,44,Creative Artists Agency
2020,82,$2.53 ,Tame Impala,69.58,12097,36290,841673,2,3,Creative Artists Agency
2020,83,$2.52 ,Dermot Kennedy,35.82,2605,70325,93307,26,27,Creative Artists Agency
2020,84,$2.44 ,Charlie Wilson,83.61,2086,29204,174409,12,14,ICM Partners
2020,85,$2.34 ,Keith Urban,161,3635,14540,585219,2,4,Creative Artists Agency
2020,86,$2.27 ,Chris Tucker,59.75,2239,38066,133801,17,17,United Talent Agency
2020,87,$2.26 ,Mike Epps,81.53,3966,27765,323374,6,7,Creative Artists Agency
2020,88,$2.23 ,Soda Stereo,42.13,26514,53028,1117151,2,2,Sony Music
2020,89,$2.22 ,Il Volo,82.66,3353,26827,277199,8,8,Creative Artists Agency
2020,90,$2.17 ,Casting Crowns,42.97,7198,50386,309291,7,7,Jeff Roberts & Associates
2020,91,$2.15 ,Nate Bargatze,49.83,1169,43241,58231,32,37,United Talent Agency
2020,92,$2.14 ,Eric Church,82.5,12958,25915,1069003,1,2,WME
2020,93,$2.08 ,Ana Gabriel,93.7,5558,22232,520769,4,4,Cardenas Marketing Network
2020,94,$2.03 ,For King & Country,40.6,1852,50017,75215,27,27,Jeff Roberts & Associates
2020,95,$1.99 ,Tony Bennett,98.94,1825,20074,180561,11,11,Creative Artists Agency
2020,96,$1.98 ,The Strokes,126.7,15619,15619,1978866,1,1,Artist Group International
2020,97,$1.96 ,Eros Ramazzotti,73.61,4449,26694,327484,6,6,Paramount Entertainment
2020,98,$1.95 ,Maluma,61.62,5279,31672,325262,5,6,C2C / WK Entertainment
2020,99,$1.92 ,SuperM,66.34,9670,29009,641528,3,3,MN2S
2020,100,$1.88 ,Anuel AA,76.18,8237,24712,627511,3,3,MN2S
2020,101,$1.88 ,Billy Strings,27.08,1654,69452,44783,29,42,Crossover Touring
2020,102,$1.86 ,Excision,52.3,8888,35552,464871,3,4,United Talent Agency
2020,103,$1.85 ,Michael W. Smith / Amy Grant,50.15,5257,36798,263655,7,7,Creative Artists Agency
2020,104,$1.78 ,Los Angeles Azules,59.44,4992,29951,296730,5,6,M&M Group
2020,105,$1.77 ,Zeds Dead,62.06,2864,28636,177720,7,10,Paradigm Talent Agency
2020,106,$1.76 ,Gwen Stefani,113.06,3874,15495,437970,2,4,WME
2020,107,$1.71 ,The Avett Brothers,63.62,5376,26882,342073,4,5,New Frontier Touring
2020,108,$1.60 ,Cody Johnson,39.72,5763,40341,228929,7,7,Red 11 Music
2020,109,$1.57 ,Dan + Shay,61.35,12779,25558,784021,1,2,Creative Artists Agency
2020,110,$1.56 ,The Offspring / Sum 41,59.72,3731,26119,222814,7,7,X-ray Touring / Sound Talent Group
2020,111,$1.51 ,Lindsey Stirling,72.08,2333,20999,168176,9,9,WME
2020,112,$1.48 ,Brandi Carlile,60.89,2696,24265,164166,4,9,Paradigm Talent Agency
2020,113,$1.48 ,Fantasia,75.77,3249,19491,246135,6,6,ICM Partners
2020,114,$1.48 ,Jeezy,93.12,7926,15851,738052,2,2,United Talent Agency
2020,115,$1.47 ,Hombres G,29.41,8348,50087,245532,6,6,Warner Music Latina
2020,116,$1.46 ,Rodney Carrington,49.08,1650,29706,80998,16,18,APA
2020,117,$1.45 ,Stray Kids,136.03,3559,10676,484090,3,3,MN2S
2020,118,$1.44 ,Nick Cannon Presents “Wild ‘N Out Live”,61.5,11719,23437,720717,2,2,Creative Artists Agency
2020,119,$1.44 ,“Comedy Laugh Fest” / D.L. Hughley,69.49,6905,20714,479792,3,3,United Talent Agency
2020,120,$1.43 ,Alan Jackson,69.5,10315,20629,716829,2,2,WME
2020,121,$1.43 ,Cody Jinks,51.54,2775,27754,143035,9,10,True Grit Talent Agency
2020,122,$1.36 ,Pitbull,65.05,6991,20973,454737,3,3,United Talent Agency
2020,123,$1.36 ,Tommy Torres,58.14,11710,23419,680810,1,2,Angelo Medina Group
2020,124,$1.35 ,Chris Tomlin,57.05,1973,23677,112556,12,12,Creative Artists Agency
2020,125,$1.35 ,Motion City Soundtrack,34.54,1562,39043,53944,23,25,WME
2020,126,$1.34 ,Los Temerarios,79.9,5606,16818,447914,3,3,Fonovisa Records
2020,127,$1.34 ,John Fogerty,105.73,2538,12692,268393,5,5,Creative Artists Agency
2020,128,$1.32 ,Koe Wetzel,24.15,1825,54736,44071,30,30,Red 11 Music
2020,129,$1.31 ,Emmanuel & Mijares,62.92,6956,20868,437645,3,3,
2020,130,$1.31 ,Gloria Trevi,49.52,8797,26392,435616,3,3,The Sixth House
2020,131,$1.30 ,Wilco,69.32,2686,18800,186181,4,7,High Road Touring
2020,132,$1.28 ,Josh Groban,127.37,3348,10043,426399,3,3,WME
2020,133,$1.27 ,Angela Aguilar,43.19,386,29386,141026,9,9,M&M Group
2020,134,$1.27 ,Kane Brown,54.91,11521,23041,632574,2,2,WME
2020,135,$1.24 ,Aaron Kwok,183.94,6752,6752,1241986,1,1,Music Nation Group
2020,136,$1.21 ,Get The Led Out,37.11,1211,32696,44934,21,27,SRO Artists
2020,137,$1.20 ,Intocable,31.79,6308,37846,200522,5,6,Endzone Management
2020,138,$1.18 ,Jonathan Lee,140.62,4208,8416,591709,1,2,B’in Music
2020,139,$1.18 ,Los Tigres Del Norte,39.89,9838,29515,392426,2,3,AKA Productions
2020,140,$1.16 ,Daryl Hall & John Oates,89.43,12998,12998,1162405,1,1,Artist Group International
2020,141,$1.15 ,Grace Potter,44.66,1229,25801,54872,19,21,Partisan Arts
2020,142,$1.15 ,The Marcus King Band,28.55,1087,40201,31017,36,37,WME
2020,143,$1.13 ,Caifanes,44.81,6295,25180,282075,4,4,WME
2020,144,$1.12 ,CoCo Lee,210.23,5342,5342,1123036,1,1,Universal Music Group
2020,145,$1.11 ,City and Colour,51.46,5411,21642,278401,4,4,Paradigm Talent Agency
2020,146,$1.11 ,Alexisonfire,51.05,4347,21735,221894,5,5,Paradigm Talent Agency
2020,147,$1.08 ,Gladys Knight,71.22,1684,15152,119898,9,9,Creative Artists Agency
2020,148,$1.08 ,Steve Martin / Martin Short,132.14,2713,8140,358545,2,3,WME
2020,149,$1.07 ,Lauren Daigle,58.64,9141,18282,536004,3,2,WME
2020,150,$1.05 ,Armin Van Buuren,58.93,4433,17733,261252,3,4,David Lewis Productions
2020,151,$1.02 ,The Beach Boys,77.32,1882,13173,145498,6,7,WME
2020,152,$1.00 ,Old Dominion,51.82,4840,19358,250764,4,4,Paradigm Talent Agency
2020,153,$0.98 ,Sturgill Simpson,75.76,12896,12896,977018,1,1,Paradigm Talent Agency
2020,154,$0.98 ,Criss Angel,70.74,1726,13808,122089,8,8,APA
2020,155,$0.97 ,Motionless In White / Beartooth,27.98,1653,34705,46241,21,21,Sound Talent Group
2020,156,$0.95 ,Brett Eldredge,60.41,3150,15752,190314,3,5,Creative Artists Agency
2020,157,$0.94 ,Brockhampton,58.94,3994,15974,235381,3,4,WME
2020,158,$0.94 ,Patti LaBelle,92.51,2542,10168,235170,4,4,WME
2020,159,$0.93 ,Aaron Lewis,51.35,1294,18114,66445,12,14,Creative Artists Agency
2020,160,$0.93 ,Tiffany Haddish,83.91,2212,11058,185572,5,5,United Talent Agency
2020,161,$0.93 ,Raphael,54.65,4239,16955,231640,4,4,JEP Entertainment Group
2020,162,$0.91 ,The Allman Betts Band,49.49,972,18469,48109,18,19,Northstar Artists
2020,163,$0.90 ,Galantis,53.7,4196,16782,225307,3,4,WME
2020,164,$0.89 ,Frankie Valli And The Four Seasons,81.28,2180,10901,177199,3,5,APA
2020,165,$0.88 ,Greensky Bluegrass,36.21,2431,24310,88038,8,10,Partisan Arts
2020,166,$0.87 ,Ledisi,87.88,1659,9951,145747,6,6,Paradigm Talent Agency
2020,167,$0.87 ,A Day To Remember,45.22,2744,19210,124108,4,7,United Talent Agency
2020,168,$0.86 ,“DaveKoz&Friends:ASmoothJazzChristmas”,75.88,1620,11340,122923,6,7,APA
2020,169,$0.86 ,Almost Queen - Trib. To Queen,36.69,1172,23448,43016,20,20,Creative Entertainment Group
2020,170,$0.81 ,Joe Bonamassa,147.73,1821,5464,269067,2,3,J & R Adventures
2020,171,$0.81 ,Misfits,97.92,8226,8226,805488,1,1,Artists Worldwide
2020,172,$0.80 ,John Prine,126.64,3169,6337,401251,2,2,Oh Boy Records
2020,173,$0.80 ,Air Supply,67.04,1698,11884,113819,7,7,APA
2020,174,$0.80 ,Pesado,27.66,14389,28777,397950,1,2,Warner Music Latina
2020,175,$0.79 ,Marco Antonio Solis,66.07,12006,12006,793250,1,1,Habari Inc.
2020,176,$0.79 ,Yanni,30.95,8528,25584,263982,3,3,WME
2020,177,$0.77 ,Diana Ross,113.73,2248,6744,255660,3,3,Creative Artists Agency
2020,178,$0.76 ,Foreigner,74.44,2558,10231,190395,2,4,Paradigm Talent Agency
2020,179,$0.74 ,André Rieu,105.11,7021,7021,738010,1,1,André Rieu Productions
2020,180,$0.74 ,Highly Suspect,35.6,1884,20728,67085,11,11,New Frontier Touring
2020,181,$0.73 ,Pepe Aguilar,35.65,10243,20486,365137,2,2,M&M Group
2020,182,$0.73 ,Robert Earl Keen,44.45,1169,16360,51947,12,14,Paradigm Talent Agency
2020,183,$0.73 ,David Sedaris,54.49,1663,13306,90633,8,8,The Steven Barclay Agency
2020,184,$0.72 ,Kenny G,61.79,1458,11661,90072,8,8,WME
2020,185,$0.71 ,Dark Star Orchestra,41.73,1222,17105,50982,11,14,Partisan Arts
2020,186,$0.71 ,Cold War Kids,28.6,1380,24832,39449,16,18,Paradigm Talent Agency
2020,187,$0.70 ,Kansas,69.83,2005,10026,140017,5,5,APA
2020,188,$0.70 ,Greta Van Fleet,48.26,7232,14464,349049,2,2,WME
2020,189,$0.70 ,El Gran Combo,117.83,5916,5916,697110,1,1,The Roots Agency
2020,190,$0.69 ,John Cleese,73.12,1891,9456,138279,5,5,Creative Artists Agency
2020,191,$0.69 ,Scott Bradlee’s Postmodern Jukebox,56.4,1111,12222,62663,11,11,ICM Partners
2020,192,$0.69 ,Saint Motel,26.21,1246,26174,32668,21,21,Paradigm Talent Agency
2020,193,$0.68 ,Travis Tritt,55.95,1739,12172,97281,7,7,APA
2020,194,$0.68 ,Sara Bareilles,58.17,3881,11642,225730,3,3,Paradigm Talent Agency
2020,195,$0.67 ,Carlos Rivera,18.89,17626,35252,332869,2,2,Universal Aguirre
2020,196,$0.66 ,Michael Feinstein,78.63,1203,8420,94583,7,7,ICM Partners
2020,197,$0.66 ,The Ghost,54.3,12074,12074,655663,1,1,
2020,198,$0.66 ,Lil Tjay,32.43,1256,20093,40729,15,16,APA
2020,199,$0.63 ,Ska-P,27.02,11716,23432,316619,2,2,Jesus Rafael Cortes Martinez
2020,200,$0.63 ,Serrat y Sabina,84.26,7491,7491,631201,1,1,Sony Music
2019,1,$177.80 ,The Rolling Stones,226.61,49041,784652,11112923,14,16,Concerts West
2019,2,$157.40 ,Elton John,136.25,14266,1155510,1943702,57,81,The Howard Rose Agency
2019,3,$97.00 ,Bob Seger & The Silver Bullet Band,111.72,12224,867925,1365694,71,71,ICM Partners
2019,4,$87.80 ,Pink,140.76,14867,624419,2092626,37,42,Marshall Arts
2019,5,$82.60 ,Ariana Grande,117.96,13727,700053,1619209,46,51,Creative Artists Agency
2019,6,$81.70 ,Jonas Brothers,106.14,14246,769310,1512119,48,54,United Talent Agency
2019,7,$81.60 ,KISS,101.94,11945,800302,1217650,67,67,Creative Artists Agency
2019,8,$77.50 ,Fleetwood Mac,142.42,13607,544286,1937462,10,13,Creative Artists Agency
2019,9,$76.10 ,Garth Brooks,88.09,65846,856000,5853250,9,12,WME
2019,10,$75.60 ,Justin Timberlake,133.06,14959,568449,1990486,35,38,WME
2019,11,$70.40 ,Billy Joel,130.07,25770,541166,3351790,21,21,WME 
2019,12,$68.60 ,Dead & Company,126 06,29 4.0,543 2t6-,2 4s1470,18,28,Artist Group International
2019,13,$68.60 ,Eric Church,3.81,14t442,750961,"1t318,744",29,52,WME
2019,14,$66.70 ,Michael Bublé,118.58,11711,562115,1388689,46,48,Beaver Productions
2019,15,$65.70 ,Trans-Siberian Orchestra,64.23,9834,1022740,631675,64,104,WME
2019,16,$63.00 ,Backstreet Boys,96.67,9871,651515,954244,51,66,WME
2019,17,$60.30 ,Post Malone,119.85,13598,503135,1629712,31,37,United Talent Agency
2019,18,$59.60 ,Paul McCartney,158.44,23517,376264,3725863,15,16,Marshall Arts
2019,19,$58.70 ,Celine Dion,167.99,7762,349295,1303991,15,45,CDA Productions
2019,20,$57.60 ,Cher,119.16,9867,483498,1175803,39,49,Marshall Arts
2019,21,$53.50 ,Travis Scofi,76.13,14634,702448,1114117,46,48,CLG - Cara Lewis Group
2019,22,$534.00 ,Jennifer Lopez,137.05,12994,389831,1780820,24,30,Creative Artists Agency
2019,23,$52.70 ,New Kids 0n The Block,80.76,11889,655643,960176,53,55,Creative Artists Agency
2019,24,$51.90 ,Florida Georgia Line,70.54,16008,736377,1129244,42,46,WME
2019,25,$48.70 ,Shawn Mendes,72.3,13217,674072,955623,43,51,Paradigm Talent Agency
2019,26,$48.40 ,Lady Gaga,288.07,5415,167869,1559938,11,31,Creative Artists Agency
2019,27,$47.00 ,Dave Mafihews Band,76.46,12825,615614,980589,40,48,Paradigm Talent Agency
2019,28,$46.20 ,Muitiford & Sons,72.11,13923,640453,1003973,42,46,WME
2019,29,$45.80 ,Metallica,121.46,16418,377619,1994134,22,23,Artist Group International
2019,30,$45.40 ,Queen + Adam Lambert,122.69,14817,370431,1817922,23,25,Creative Artists Agency
2019,31,$44.30 ,Thoitias Rhett,66.58,13571,664970,903574,48,49,WME
2019,32,$44.20 ,Carrie Underwood,76.59,11773,576857,901706,49,49,Creative Artists Agency
2019,33,$44.00 ,BTS,146.62,49962,299770,7325620,3,6,Big Hit Entertainment
2019,34,$43.00 ,Zac Brown Band,60.91,15015,705721,914542,40,47,WME
2019,35,$42.20 ,Hootie & The Blowfish,64.43,14200,653201,914878,44,46,Creative Artists Agency
2019,36,$42.10 ,John Mayer,110.71,12663,379881,1401871,26,30,
2019,37,$37.90 ,Andrea Bocelli,181.81,13t043,208690,"2t371,330",14,16,Klassics Music Management Limited
2019,38,$37.20 ,Luke Bryan,57.93,16902,642284,979171,36,38,WME
2019,39,$36.90 ,Bad Bunny,90.42,11662,408160,1054459,33,35,Paradigm Talent Agency
2019,40,$36.90 ,Iron Maiden,72.45,13404,509368,971093,34,38,Creative Artists Agency
2019,41,$36.00 ,Hugh Jackman,94.58,11201,380825,1059362,30,34,WME
2019,42,$34.70 ,Phish,69.81,17742,496788,1238588,13,28,Paradigm Talent Agency
2019,43,$34.10 ,Aerosmith,207.93,4828,164150,1003853,12,34,Creative Artists Agency
2019,44,$33.60 ,George Strait,158.35,26533,212266,4201410,5,8,The Erv Woolsey Agency
2019,45,$30.80 ,Chris Stapleton,73.81,12655,417618,934129,33,33,WME
2019,46,$29.50 ,Khalid,66.3,12729,445514,843986,32,35,CLG - Cara Lewis Group
2019,47,$28.40 ,Tool,101.02,13372,280822,1350881,19,21,WME
2019,48,$27.70 ,Chayanne,89.92,6298,308622,566323,41,49,Chaf Enterprises
2019,49,$26.70 ,JoJo Siwa,55.28,6033,482600,333494,80,80,Paradigm Talent Agency
2019,50,$25.60 ,Marc Anthony,105.73,10075,241795,1065214,23,24,Cardenas Marketing Nework
2019,51,$25.50 ,B2K,89.64,6623,284803,593729,42,43,Omarion Worldwide
2019,52,$25.10 ,Luke Combs,39.4,10107,636731,398249,62,63,Creative Artists Agency
2019,53,$24.70 ,Sebastian Maniscalco,82.71,3886,299185,321358,46,77,United Talent Agency
2019,54,$24.70 ,Luis Miguel,104.66,7158,236223,749218,22,33,WME
2019,55,$23.80 ,Twenty One Pilots,66.47,11934,358025,793227,29,30,Creative Artists Agency
2019,56,$22.40 ,Jerry Seinfeld,109.52,2840,204501,311060,40,72,ICM Partners
2019,57,$22.30 ,Maluma,92.14,7548,241549,695544,30,32,C2C / WK Entertainment
2019,58,$22.30 ,Eagles,366.15,15193,60771,5562797,2,4,Creative Artists Agency
2019,59,$22.20 ,Pentatonix,56.65,6430,392243,364250,54,61,Creative Artists Agency
2019,60,$21.60 ,Jason Aldean,69.17,16416,311905,1135444,17,19,WME
2019,61,$21.30 ,Panic! At The Disco,59.62,12755,357132,760455,28,28,Creative Artists Agency
2019,62,$20.60 ,Bruno Mars,235.55,6731,87503,1585494,4,13,WME
2019,63,$20.10 ,Guns IN’ Roses,122.59,14936,164294,1831051,10,11,United Talent Agency
2019,64,$20.10 ,Jeff Lynne’s EL0,104.2,11343,192837,1181936,17,17,Creative Artists Agency
2019,65,$19.60 ,Train / Goo Goo Dolls,38.44,11578,509900,445098,44,44,WME
2019,66,$19.30 ,Phil Collins,144.69,13348,133481,1931369,9,10,Solo Agency
2019,67,$19.30 ,Blake Sheldon,89.98,10705,214106,963215,19,20,Paradigm Talent Agency
2019,68,$19.20 ,Kenny Chesney,91.19,10040,210836,915530,19,21,Paradigm Talent Agency
2019,69,$18.90 ,Shinedown,50.6,5253,372965,265787,66,71,WME
2019,70,$18.70 ,Def Leppard,115.73,7019,161427,812275,13,23,Artist Group International
2019,71,$18.60 ,Chris Brown,83.32,9725,223669,810245,23,23,Chris Brown Entertainment
2019,72,$18.40 ,Pepe Aguilar,83.96,7543,218740,633286,29,29,M&M Group
2019,73,$18.10 ,Muse,66.01,13722,274444,905859,19,20,United Talent Agency
2019,74,$18.10 ,The Avett Brothers,58.79,5213,307546,306449,50,59,New Frontier Touring
2019,75,$18.10 ,Banda Sinaloense IyIS de Seigio Lizarraga,73.15,7016,245544,513175,27,35,Banda MS
2019,76,$17.50 ,Kelly Clarkson,62.93,9941,278342,625603,27,28,Creative Artists Agency
2019,77,$16.30 ,Madonna,277.28,1630,58696,452097,6,36,Live Nation Global Touring
2019,78,$15.90 ,Gwen Stefani,139.94,3447,113743,482348,13,33,WME
2019,79,$15.80 ,ZZ Top,59.84,4412,264708,263987,52,60,Creative Artists Agency
2019,80,$15.70 ,Lionel Richie,98.64,6120,159118,603639,23,26,Creative Artists Agency
2019,81,$15.70 ,MercyMe,45.16,6191,346700,279579,56,56,WME
2019,82,$15.40 ,Jeff Dunham,50.64,4618,304783,233833,65,66,United Talent Agency
2019,83,$15.40 ,Disturbed,58.82,7060,261238,415273,37,37,Creative Artists Agency
2019,84,$15.10 ,Wisin & Yandel,65.86,9573,229753,630471,17,24,The Relentless Agency
2019,85,$14.60 ,Janet Jackson,163.18,4707,89426,768036,7,19,Paradigm Talent Agency
2019,86,$14.50 ,The Black Keys,102.05,8900,142407,908265,16,16,Paradigm Talent Agency
2019,87,$14.50 ,Breaking Benjamin,35.3,8528,409349,301076,48,48,Creative Artists Agency
2019,88,$14.40 ,Bryan Adams,54.67,6580,263187,359679,40,40,Creative Artists Agency
2019,89,$14.30 ,Mana,118.3,13420,120784,1587698,7,9,Angelo Medina Group
2019,90,$13.70 ,Trevor Noah,60.97,4317,224473,263207,35,52,Creative Artists Agency
2019,91,$13.60 ,Vampire Weekend,58.01,6007,234287,348495,36,39,WME
2019,92,$13.50 ,Marco Antonio Solis,89.12,10144,152156,904015,15,15,Habari Inc.
2019,93,$13.30 ,Brad Paisley,38.05,11248,348697,427945,31,31,WME
2019,94,$13.00 ,Jimmy Buffett,99.23,10919,131033,1083554,12,12,The Howard Rose Agency
2019,95,$12.70 ,The Who,108.12,11825,118248,1278499,10,10,International Talent Booking
2019,96,$11.90 ,Kacey Musgraves,53.61,3896,222096,208878,48,57,Paradigm Talent Agency
2019,97,$11.90 ,Gabriel lglesias,57.08,3208,208507,183086,53,65,Creative Artists Agency
2019,98,$11.90 ,Chris Young,37.19,9385,319104,349081,34,34,WME
2019,99,$11.70 ,Alabama,72.46,7013,161300,508195,23,23,Creative Artists Agency
2019,100,$11.40 ,Donny & Marie Osmond,106.73,763,106847,81456,32,140,Greg Young
2019,101,$11.40 ,Alan Jackson,71.76,8795,158312,631132,18,18,WME
2019,102,$11.20 ,Hillsong United,37.17,7333,300634,272582,39,41,Premier Productions
2019,103,$11.00 ,Old Dominion,48.85,4707,225940,229931,48,48,Paradigm Talent Agency
2019,104,$10.80 ,James Taylor,90.6,7913,118699,716917,15,15,Creative Artists Agency
